customer_id,status,churn_label,churn_category,churn_reason,gender,age,senior_citizen,married,num_dependents,zip_code,account_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,area_id,city,latitutde,longitude,population
4079-VTGLK,Stayed,No,,,Male,77,Yes,Yes,0,92501,EEAL-ZMZLW,30,7,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,40.5,1215.0,8,Yes,Yes,No,74.85,2181.75,0.0,485,Riverside,33.994676,-117.372498,18999
4659-NZRUF,Churned,Yes,Price,Long distance charges,Female,64,No,No,0,94609,CRBE-HCIOX,19,0,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,32.87,624.53,17,No,Yes,Yes,95.15,1789.25,0.0,1002,Oakland,37.834341,-122.26437,21097
4683-WYDOU,Stayed,No,,,Male,54,No,Yes,0,90275,ZFJY-KXSXI,62,8,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,34.62,2146.44,28,Yes,Yes,Yes,107.6,6912.7,0.0,89,Rancho Palos Verdes,33.753146,-118.367459,41263
4817-QRJSX,Churned,Yes,Attitude,Attitude of support person,Female,46,No,No,0,93612,ETKP-ESKJF,10,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card,49.5,495.0,19,No,No,No,81.0,818.05,0.0,777,Clovis,36.814539,-119.711868,33856
4827-USJHP,Stayed,No,,,Male,45,No,No,0,91208,ACLC-PRMCH,20,0,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,3.94,78.8,18,No,No,No,51.8,1023.85,0.0,186,Glendale,34.195386,-118.238508,16910
4853-RULSV,Churned,Yes,Attitude,Attitude of service provider,Male,25,No,No,0,93641,DXOU-TCMJO,70,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,12.19,853.3,42,Yes,Yes,Yes,104.0,7250.15,0.0,797,Miramonte,36.696759,-119.024051,571
5044-XDPYX,Stayed,No,,,Female,59,No,Yes,0,95973,OKEC-UOALP,51,7,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Mailed Check,20.47,1043.97,0,No,No,No,25.5,1281.25,0.0,1504,Chico,39.903272,-121.843567,26971
5060-TQUQN,Stayed,No,,,Male,19,No,Yes,1,91701,VOCM-KTOLJ,30,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,10.24,307.2,48,No,No,Yes,83.55,2570.2,0.0,240,Rancho Cucamonga,34.132275,-117.611478,39064
5075-JSDKI,Stayed,No,,,Female,64,No,No,0,95258,USJW-KHWJK,59,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,41.23,2432.57,0,No,No,No,24.45,1493.1,0.0,1159,Woodbridge,38.169605,-121.310964,4176
5296-BFCYD,Stayed,No,,,Male,35,No,Yes,2,91340,TBSL-EDELX,46,4,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Mailed Check,14.91,685.86,0,No,No,No,20.1,936.85,0.0,203,San Fernando,34.286131,-118.435969,33389
5343-SGUBI,Stayed,No,,,Female,43,No,No,0,94518,GPHQ-WLWMD,52,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,One Year,Yes,Credit Card,42.9,2230.8,14,No,No,No,80.2,4297.6,0.0,938,Concord,37.950248,-122.022455,27394
5727-MYATE,Stayed,No,,,Male,64,No,Yes,2,91405,BVPO-TZFJL,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,20.63,1485.36,26,Yes,Yes,Yes,90.8,6397.6,0.0,224,Van Nuys,34.202494,-118.448048,51348
5895-QSXOD,Stayed,No,,,Male,42,No,No,0,95910,ZLAK-AWCJJ,9,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,48.25,434.25,24,No,No,No,70.05,657.5,0.0,1456,Alleghany,39.467828,-120.841386,118
5961-VUSRV,Stayed,No,,,Female,53,No,No,0,91403,VCOJ-VWZED,12,0,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,16.72,200.64,0,No,No,No,19.35,219.35,0.0,223,Sherman Oaks,34.147149,-118.463365,22085
6087-MVHJH,Churned,Yes,Other,Don't know,Female,44,No,No,0,95231,AGJF-OATLL,16,0,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,17.8,284.8,5,No,Yes,Yes,88.45,1422.1,0.0,1142,French Camp,37.873283,-121.292034,5094
6100-FJZDG,Stayed,No,,,Male,49,No,Yes,0,94950,GTQL-JIPDU,26,10,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,45.28,1177.28,0,No,No,No,20.05,505.9,0.0,1045,Olema,38.052209,-122.775567,248
6326-MTTXK,Churned,Yes,Attitude,Attitude of service provider,Male,56,No,No,0,95993,YQGC-PXSAV,8,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,3.27,26.16,6,Yes,Yes,Yes,100.85,819.55,0.0,1518,Yuba City,39.075694,-121.70606,27786
6475-VHUIZ,Stayed,No,,,Female,47,No,Yes,0,95554,UWQU-GHBID,23,6,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,38.93,895.39,4,No,No,No,54.25,1221.55,0.0,1309,Myers Flat,40.267158,-123.805913,644
6599-SFQVE,Stayed,No,,,Female,27,No,No,0,95051,LRCW-LBZHH,6,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,37.57,225.42,58,No,Yes,Yes,55.0,340.4,0.0,1083,Santa Clara,37.348129,-121.98469,52986
6616-AALSR,Stayed,No,,,Female,23,No,Yes,1,95610,VLLA-WOJKW,65,5,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Credit Card,13.17,856.05,59,Yes,Yes,Yes,104.3,6725.3,0.0,1335,Citrus Heights,38.69508,-121.271616,43718
6619-RPLQZ,Stayed,No,,,Female,24,No,Yes,1,93529,IVLV-NALFF,45,2,No,None,No,Yes,No,No,No,No,No,Two Year,No,Mailed Check,40.19,1808.55,0,No,No,No,20.85,892.15,0.0,746,June Lake,37.730269,-119.055813,618
6656-JWRQX,Joined,No,,,Female,60,No,No,0,92124,XZPS-TWSGF,1,0,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,0.0,0.0,9,No,No,No,30.55,30.55,0.0,372,San Diego,32.827238,-117.089287,30206
6683-VLCTZ,Churned,Yes,Competitor,Competitor made better offer,Male,73,Yes,No,0,92129,OGPB-NMVOS,20,0,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.44,888.8,13,Yes,Yes,No,98.55,1842.8,0.0,376,San Diego,32.961064,-117.134917,47224
6689-KXGBO,Churned,Yes,Dissatisfaction,Product dissatisfaction,Female,36,No,No,0,93401,TANB-FAJZW,1,0,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,30.96,30.96,5,No,No,No,50.55,50.55,0.0,699,San Luis Obispo,35.233745,-120.626442,27047
7167-PCEYD,Stayed,No,,,Male,31,No,No,0,92592,SLES-AUBQE,67,0,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,4.72,316.24,0,No,No,No,19.8,1311.3,0.0,521,Temecula,33.507255,-117.029473,46171
7285-KLOTR,Stayed,No,,,Female,46,No,Yes,0,94044,SRZS-FAPXA,12,3,Yes,Cable,Yes,Yes,Yes,No,Yes,No,Yes,One Year,No,Bank Withdrawal,25.09,301.08,17,Yes,Yes,Yes,78.85,876.75,0.0,877,Pacifica,37.573633,-122.455167,38885
8107-RZLNV,Stayed,No,,,Male,22,No,Yes,0,90280,FCDG-FXVFY,72,10,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,15.09,1086.48,85,Yes,Yes,Yes,106.3,7565.35,0.0,92,South Gate,33.944624,-118.192615,96267
8383-SGHJU,Stayed,No,,,Female,41,No,No,0,92352,JVSF-XGBVC,33,0,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,One Year,No,Bank Withdrawal,10.28,339.24,7,No,No,No,59.4,1952.8,0.0,456,Lake Arrowhead,34.2565,-117.19335,9793
8480-PPONV,Stayed,No,,,Male,56,No,Yes,3,95446,HIPY-WTWLU,62,3,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,40.66,2520.92,21,Yes,Yes,Yes,115.55,7159.05,0.0,1251,Guerneville,38.52576,-123.013347,4913
8624-GIOUT,Churned,Yes,Other,Don't know,Female,40,No,No,0,92273,JEGH-QHPGM,49,0,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,35.87,1757.63,30,No,No,No,59.75,2934.3,0.0,417,Seeley,32.790282,-115.689559,1632
9355-NPPFS,Stayed,No,,,Female,70,Yes,No,0,94538,NHEJ-SJLOM,26,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.21,499.46,15,No,Yes,Yes,78.8,2006.1,0.0,949,Fremont,37.505768,-121.962472,56126
9424-CMPOG,Stayed,No,,,Male,53,No,Yes,3,93307,ZGIZ-XSFDP,9,9,No,None,No,Yes,No,No,No,No,No,Two Year,No,Mailed Check,2.68,24.12,0,No,No,No,19.6,197.4,0.0,693,Bakersfield,35.280113,-118.962329,59195
9506-UXUSK,Stayed,No,,,Male,53,No,No,0,95116,BJEX-TSAWJ,13,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,39.17,509.21,10,No,No,No,70.15,931.75,0.0,1097,San Jose,37.350284,-121.852855,51706
9581-GVBXT,Stayed,No,,,Male,59,No,Yes,2,93455,GENF-VYGEI,59,0,Yes,DSL,Yes,No,No,No,Yes,No,Yes,One Year,No,Credit Card,0.0,0.0,19,No,No,No,34.8,1980.3,0.0,727,Santa Maria,34.818227,-120.418784,37364
9605-WGJVW,Joined,No,,,Female,69,Yes,No,0,95204,FACH-AONBY,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,22.34,22.34,12,No,No,No,70.2,70.2,0.0,1124,Stockton,37.974498,-121.319568,30476
9688-YGXVR,Stayed,No,,,Female,35,No,No,0,95368,FTTM-MQWHH,44,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,32.83,1444.52,24,Yes,No,No,88.15,3973.2,0.0,1208,Salida,37.713152,-121.08739,12466
9909-IDLEK,Stayed,No,,,Male,32,No,Yes,3,90265,SJHP-QNTBX,20,7,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,No,Credit Card,42.06,841.2,23,Yes,No,No,96.8,1826.7,0.0,84,Malibu,34.074572,-118.831181,19630
9938-PRCVK,Stayed,No,,,Female,45,No,Yes,1,91381,UYNN-WKKXL,41,1,No,None,No,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.95,981.95,0,No,No,No,19.7,804.25,0.0,220,Stevenson Ranch,34.364153,-118.615583,9937
0018-NYROU,Stayed,No,,,Female,58,No,Yes,0,95843,UGQD-QKERX,5,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,18.65,93.25,10,No,No,No,68.95,351.5,0.0,1452,Antelope,38.715498,-121.363411,36432
0098-BOWSO,Stayed,No,,,Male,26,No,No,0,95131,UXYR-FIMQI,27,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.66,557.82,0,No,No,No,19.4,529.8,0.0,1112,San Jose,37.387027,-121.897775,26389
0323-XWWTN,Joined,No,,,Male,44,No,No,1,93954,VZDT-TDBNG,3,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,33.87,101.61,0,No,No,No,26.4,121.25,0.0,854,San Lucas,36.125529,-120.864443,521
1098-KFQEC,Stayed,No,,,Female,24,No,Yes,2,91316,KTOF-SKIVD,55,8,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,27.75,1526.25,0,No,No,No,19.4,1083.0,0.0,195,Encino,34.150354,-118.518292,27614
1122-JWTJW,Churned,Yes,Competitor,Competitor had better devices,Male,64,No,Yes,2,92259,VVBD-JNASN,1,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,37.68,37.68,26,No,No,No,70.65,70.65,0.0,409,Ocotillo,32.698964,-115.886656,471
2176-OSJUV,Stayed,No,,,Male,29,No,Yes,0,92801,OBIM-FJSML,71,2,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,40.63,2884.73,69,No,No,Yes,65.15,4681.75,4.7,571,Anaheim,33.844983,-117.952151,60553
2316-ESMLS,Stayed,No,,,Female,54,No,Yes,0,93726,YYFD-PDUPY,12,7,Yes,DSL,Yes,No,No,Yes,Yes,No,No,One Year,No,Credit Card,0.0,0.0,27,No,No,No,33.15,444.75,0.0,833,Fresno,36.793601,-119.761131,39148
2378-VTKDH,Stayed,No,,,Male,76,Yes,Yes,0,95695,SMED-AQOHD,65,9,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,8.59,558.35,7,Yes,Yes,No,104.35,6578.55,0.0,1404,Woodland,38.71967,-121.862416,38547
2400-FEQME,Stayed,No,,,Male,57,No,Yes,3,96038,QIXV-PRHND,55,1,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,40.94,2251.7,0,No,No,No,20.5,1177.95,5.83,1548,Grenada,41.599978,-122.539381,616
2546-KZAAT,Stayed,No,,,Male,28,No,Yes,0,92119,VVLC-VJLUH,52,9,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,10.4,540.8,85,Yes,Yes,Yes,75.4,3865.45,0.0,367,San Diego,32.802959,-117.027095,21866
3509-GWQGF,Stayed,No,,,Male,74,Yes,No,0,93218,EJIL-HPKIH,24,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,One Year,No,Credit Card,31.73,761.52,13,No,No,No,70.0,1732.6,0.0,643,Ducor,35.846067,-119.004073,823
3521-SYVOR,Churned,Yes,Attitude,Attitude of support person,Female,26,No,No,0,92126,OWGZ-JCVON,37,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,3.27,120.99,71,Yes,Yes,Yes,64.75,2345.2,0.0,373,San Diego,32.886925,-117.152162,74232
3530-VWVGU,Stayed,No,,,Female,27,No,Yes,2,95337,RTLC-JSEUV,22,2,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,49.51,1089.22,0,No,No,No,19.9,400.3,0.0,1188,Manteca,37.750822,-121.238423,19867
3795-CAWEX,Stayed,No,,,Male,21,No,Yes,2,96096,TYJZ-TVOYP,70,5,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,40.77,2853.9,71,Yes,Yes,Yes,116.55,8152.3,0.0,1587,Whitmore,40.637105,-121.906949,843
3865-ZFZIB,Stayed,No,,,Male,25,No,No,0,90077,IUYD-VVCNN,19,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,34.68,658.92,0,No,No,No,19.65,358.15,0.0,61,Los Angeles,34.102084,-118.451629,10470
3892-NXAZG,Stayed,No,,,Male,56,No,Yes,1,95936,SKRF-KAPPK,72,4,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,5.81,418.32,29,Yes,Yes,Yes,114.05,8289.2,0.0,1473,Downieville,39.578792,-120.780786,404
4110-PFEUZ,Churned,Yes,Competitor,Competitor had better devices,Female,54,No,No,0,92327,KYAJ-JJWVK,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.78,29.78,13,No,No,No,69.55,69.55,0.0,442,Daggett,34.875144,-116.821698,678
4135-FRWKJ,Stayed,No,,,Female,66,Yes,Yes,1,90404,CVTJ-BAKAU,55,1,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,34.57,1901.35,19,Yes,No,No,76.25,4154.55,0.0,105,Santa Monica,34.026334,-118.474222,19975
4422-QVIJA,Stayed,No,,,Female,52,No,No,1,90035,PPPD-CJYNS,35,0,Yes,DSL,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,38.82,1358.7,19,No,No,No,50.15,1655.35,0.0,32,Los Angeles,34.051809,-118.383843,27799
4652-ODEVH,Stayed,No,,,Male,43,No,Yes,3,95714,FRCQ-OITLC,45,10,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Mailed Check,47.31,2128.95,0,No,No,No,24.45,1088.25,0.0,1409,Dutch Flat,39.197215,-120.83679,350
4778-IZARL,Stayed,No,,,Male,46,No,Yes,0,93254,FDOS-RTNIW,63,8,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,3.18,200.34,15,Yes,Yes,Yes,110.1,6705.7,0.0,666,New Cuyama,34.956577,-119.750142,798
4990-ALDGW,Stayed,No,,,Male,37,No,No,0,90033,HDAJ-YDAOG,57,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,38.73,2207.61,0,No,No,No,20.75,1118.8,0.0,30,Los Angeles,34.050198,-118.210946,49431
5020-ZSTTY,Churned,Yes,Competitor,Competitor made better offer,Female,70,Yes,No,0,92122,DIFL-UKAUQ,54,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,12.08,652.32,5,Yes,Yes,Yes,82.45,4350.1,0.0,370,San Diego,32.85723,-117.209774,34902
5485-ITNPC,Stayed,No,,,Male,42,No,Yes,0,95333,WMKC-OSCAO,66,2,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,7.61,502.26,10,Yes,Yes,Yes,85.9,5595.3,0.0,1184,Le Grand,37.249377,-120.249581,3256
5578-NKCXI,Stayed,No,,,Female,20,No,Yes,2,90280,PBAP-RBCWN,58,9,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Credit Card,39.05,2264.9,76,Yes,Yes,Yes,99.25,5846.65,0.0,92,South Gate,33.944624,-118.192615,96267
5858-EAFCZ,Joined,No,,,Male,45,No,No,0,92377,ZRED-BRTOX,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,23.34,23.34,16,No,No,No,44.45,44.45,0.0,469,Rialto,34.156758,-117.404686,18518
6198-PNNSZ,Stayed,No,,,Female,54,No,Yes,0,95252,NZYX-GOWWZ,56,9,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,37.76,2114.56,21,Yes,Yes,Yes,109.8,6109.65,0.0,1155,Valley Springs,38.156971,-120.849231,11266
6234-PFPXL,Stayed,No,,,Male,42,No,Yes,0,95829,HEQA-QHQTN,22,6,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-Month,No,Credit Card,35.62,783.64,29,Yes,No,No,95.9,2234.95,0.0,1441,Sacramento,38.486502,-121.334051,11396
6394-HHHZM,Joined,No,,,Male,27,No,No,0,95456,EVPB-PFAUN,3,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,38.41,115.23,0,No,No,No,20.7,57.5,0.0,1259,Little River,39.245911,-123.77214,882
6778-JFCMK,Stayed,No,,,Male,28,No,No,0,91405,BXYR-JPPYI,24,0,Yes,DSL,Yes,No,No,No,Yes,No,No,One Year,Yes,Mailed Check,0.0,0.0,46,Yes,Yes,Yes,50.6,1288.75,0.0,224,Van Nuys,34.202494,-118.448048,51348
6979-TNDEU,Stayed,No,,,Female,42,No,No,0,95841,HIKI-BOCFF,8,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,14.32,114.56,0,No,No,No,19.2,156.85,0.0,1450,Sacramento,38.660442,-121.346321,20993
7024-OHCCK,Churned,Yes,Other,Poor expertise of online support,Female,77,Yes,No,0,95681,TTSM-UFADL,2,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.27,38.54,18,Yes,Yes,No,93.85,170.85,0.0,1390,Sheridan,38.984756,-121.345074,1219
7252-NTGSS,Joined,No,,,Female,43,No,No,0,90277,UMXI-XMFLA,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,42.34,42.34,10,No,No,No,45.15,45.15,0.0,90,Redondo Beach,33.830453,-118.384565,34191
7636-PEPNS,Stayed,No,,,Female,44,No,Yes,3,90274,EBTU-TMZLI,58,7,Yes,Cable,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,22.65,1313.7,25,No,No,No,44.1,2413.05,0.0,88,Palos Verdes Peninsula,33.788208,-118.404955,24979
8220-OCUFY,Stayed,No,,,Female,30,No,No,0,92571,CJZC-RGJRK,21,0,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,7.41,155.61,51,No,No,No,60.25,1258.35,0.0,512,Perris,33.828289,-117.201666,26357
8267-KFGYD,Joined,No,,,Male,53,No,No,1,91803,QLDD-FTKNG,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,10.14,10.14,0,No,No,No,21.05,21.05,0.0,286,Alhambra,34.074736,-118.145959,30635
8410-BGQXN,Stayed,No,,,Male,26,No,No,0,95222,XHVU-OHWTE,4,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,22.54,90.16,0,No,No,No,19.4,93.4,0.0,1134,Angels Camp,38.071327,-120.632221,4264
8510-AWCXC,Churned,Yes,Attitude,Attitude of support person,Female,69,Yes,No,0,94945,YXMV-AZEMG,13,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,7.22,93.86,28,Yes,Yes,No,100.8,1308.1,0.0,1041,Novato,38.135897,-122.563683,16429
8903-XEBGX,Joined,No,,,Male,22,No,No,1,93534,KTOQ-LPXBT,2,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.93,87.86,59,No,Yes,Yes,55.3,108.65,0.0,750,Lancaster,34.727529,-118.153098,35109
8992-VONJD,Stayed,No,,,Female,63,No,No,1,90822,EDZA-RUIFC,13,0,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,27.04,351.52,10,No,No,No,56.0,764.55,0.0,160,Long Beach,33.778436,-118.118648,425
9058-MJLZC,Stayed,No,,,Female,37,No,No,0,95991,IHTR-BNLUR,24,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,35.56,853.44,3,Yes,Yes,Yes,94.6,2283.15,0.0,1517,Yuba City,39.02741,-121.614982,34967
9070-BCKQP,Stayed,No,,,Female,20,No,Yes,0,90744,ECPM-SSZBO,72,5,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,23.7,1706.4,85,Yes,Yes,Yes,110.15,7881.2,0.0,146,Wilmington,33.782068,-118.262263,53323
9488-HGMJH,Churned,Yes,Competitor,Competitor made better offer,Female,78,Yes,No,0,92210,HPGJ-VCCCE,1,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.75,24.75,22,No,No,No,71.15,71.15,0.0,384,Indian Wells,33.537646,-116.291089,3873
9758-MFWGD,Stayed,No,,,Female,75,Yes,Yes,2,90250,CSAI-UOYVV,48,0,Yes,DSL,Yes,No,No,No,No,Yes,No,One Year,No,Bank Withdrawal,0.0,0.0,19,No,No,No,29.9,1388.75,0.0,78,Hawthorne,33.914775,-118.348083,93315
9964-WBQDJ,Stayed,No,,,Female,19,No,Yes,0,90069,RQJL-ZQTJH,71,1,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,24.72,1755.12,0,No,No,No,24.4,1725.4,0.0,59,West Hollywood,34.093781,-118.381061,20408
0004-TLHLJ,Churned,Yes,Competitor,Competitor had better devices,Male,50,No,No,0,92627,NFEJ-WVYXF,4,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,33.65,134.6,30,No,No,No,73.9,280.85,0.0,535,Costa Mesa,33.645672,-117.922613,62069
0017-IUDMW,Stayed,No,,,Female,25,No,Yes,2,94086,UTRT-VPSPN,72,2,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,16.01,1152.72,59,Yes,Yes,Yes,116.8,8456.75,0.0,887,Sunnyvale,37.378541,-122.020456,64010
0023-XUOPT,Churned,Yes,Other,Don't know,Female,26,No,Yes,0,96140,NEDW-JUTZX,13,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,43.56,566.28,52,Yes,No,No,94.1,1215.6,0.0,1619,Carnelian Bay,39.227434,-120.091806,1943
0311-QYWSS,Stayed,No,,,Female,63,No,No,0,95542,NZDL-JNPZT,6,0,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,39.16,234.96,8,No,No,No,49.45,314.6,0.0,1298,Garberville,40.057784,-123.679461,2423
0365-GXEZS,Stayed,No,,,Male,55,No,Yes,0,95228,OPTD-KFZSK,18,6,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,31.79,572.22,19,No,No,No,78.2,1468.75,0.0,1140,Copperopolis,37.943954,-120.67108,2633
0488-GSLFR,Churned,Yes,Dissatisfaction,Product dissatisfaction,Female,41,No,No,0,95983,YMKU-IEHZF,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,8.31,8.31,27,No,No,No,69.5,69.5,0.0,1512,Taylorsville,40.053684,-120.743116,513
0727-BMPLR,Churned,Yes,Competitor,Competitor offered higher download speeds,Female,66,Yes,No,0,93706,PPOI-HUYEG,55,0,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,37.38,2055.9,7,Yes,Yes,Yes,100.0,5509.3,0.0,826,Fresno,36.654614,-119.903674,35790
0817-HSUSE,Joined,No,,,Male,26,No,No,0,91001,WSXT-XLBOA,1,0,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5.63,5.63,52,Yes,Yes,Yes,75.5,75.5,0.0,161,Altadena,34.196837,-118.142236,36243
